data;Índ. Dólar;dólar EUA spot;dólar-ouro;dólar-prata;méx.;euro-dólar EUA;libra-dól;Japão;reais BR;CRB Tot;CRB Ali;CRB Ind;CRB Met;CRB Ól.;CRB Text;CRB Gado;Soja Spot;Milho Spot;Açúcar Spot;Café A Spot;Café A Indx;Petróleo B;Petróleo W;Ouro;Prata
16/06/2008;73,61;1;882,4;17,16;10,319;1,5477;1,9632;108,22;1,6247;465,95;421,95;498,81;824,18;497,41;266,02;517,67;1534;732,5;10,84;136,05;254,24;134,71;134,61;888,25;17,232
17/06/2008;73,514;1;882,75;17,06;10,3119;1,5511;1,9568;107,93;1,6073;465,5;426,81;494,05;806,75;500,5;266,05;518,08;1558;742,25;11,06;139,1;257,22;133,72;134,01;881,5;17,075
18/06/2008;73,44;1;894,35;17,375;10,3065;1,5535;1,9599;107,88;1,6063;467,82;428,53;496,84;814,94;501,4;266,83;519,41;1556;746,25;11,6;136,65;250,06;136,44;136,68;887,5;17,34
19/06/2008;73,483;1;898,5;17,35;10,3071;1,5505;1,9723;108,01;1,603;467,73;426,04;498,68;818,87;501,55;265,19;523,87;1545,5;727,75;11,58;136,95;252,09;132;131,93;903;17,47
20/06/2008;73,03;1;902,3;17,375;10,2715;1,5607;1,9761;107,34;1,6057;469,86;428,17;500,81;828,09;501,48;265,15;527,64;1532,5;721,25;11,97;143,95;260,43;134,86;134,62;907,5;17,397
23/06/2008;73,434;1;883,8;16,795;10,3253;1,5518;1,9655;107,85;1,6115;470,55;428,14;502,07;827,65;501,78;264,38;534,77;1515;724,25;11,71;143,8;254,61;135,91;136,74;881;16,79
24/06/2008;73,241;1;889,6;16,67;10,2908;1,5568;1,9709;107,82;1,6028;471,01;429,05;502,16;825,9;502,06;265,23;536,03;1501;712,5;11,56;145,85;257,84;136,46;137;889,5;16,633
25/06/2008;72,933;1;886,4;16,78;10,2675;1,5667;1,9751;107,81;1,5915;471,65;431,21;501,58;820,46;506,71;265,73;534,54;1537,5;730;11,48;147,6;259,68;134,33;134,55;882,75;16,503
26/06/2008;72,487;1;917,3;17,165;10,2966;1,5757;1,989;106,81;1,6042;477,66;443,16;502,84;827,3;531,8;266,64;548,41;1574,25;753,75;11,68;151,25;264,81;139,83;139,64;909,5;17,125
27/06/2008;72,36;1;927,8;17,52;10,2932;1,5794;1,995;106,14;1,594;478,21;443,4;503,62;833,08;533;266,51;549,6;1581,5;754,75;11,38;150,15;262,65;140,31;140,21;919,5;17,62
30/06/2008;72,463;1;925,4;17,41;10,3098;1,5755;1,9923;106,21;1,6037;476,69;441,97;502,04;829,25;535,78;264,64;549,56;1605;724,75;12,04;150,9;264,18;139,83;140;930,25;17,42
01/07/2008;72,369;1;939,65;18,12;10,3688;1,5793;1,9949;106,13;1,598;478,55;444,19;503,61;834;538,75;264,77;549,53;1628;719,5;13,72;152,7;265,25;140,67;140,97;937,5;18,2
02/07/2008;72,029;1;945,15;18,37;10,3921;1,5882;1,993;105,92;1,6086;481;449,04;504,18;839,01;548,03;263,76;556,13;1645,75;748,75;13,98;153,45;266,5;144,26;143,57;935,25;18,337
03/07/2008;72,742;1;934,17;18,26;10,3538;1,5703;1,9833;106,73;1,6137;477,63;445,56;500,91;824,19;547,08;263,72;555,96;1658;746;13,91;149,55;262,39;146,08;145,29;934;18,285
04/07/2008;72,731;1;933,3;18,1;10,3348;1,5706;1,9823;106,81;1,607;477,63;445,56;500,91;824,19;547,08;263,72;555,96;1658;746;13,91;149,55;261,27;144,42;145,29;931,25;18,285
07/07/2008;72,67;1;925,82;17,78;10,3347;1,5726;1,9762;107,18;1,6015;467,05;429,15;494,96;804,63;539,92;261,4;556,43;1589;716,5;13,52;141,05;250,59;141,87;141,37;916,75;17,838
08/07/2008;73,012;1;919,6;17,77;10,3155;1,567;1,9695;107,51;1,612;467,16;430,38;494,18;800,87;536,63;261,59;558,31;1561;692,75;13,75;139,7;251,27;136,43;136,04;921;17,88
09/07/2008;72,58;1;928,6;18,135;10,3044;1,5743;1,9832;106,76;1,6095;467,15;429,26;495,05;801,35;537,23;262,89;560,32;1578;683;13,86;138,35;250,46;136,58;136,05;927,25;18,1
10/07/2008;72,493;1;947,15;18,29;10,3023;1,5788;1,9779;107,07;1,605;469,66;430,28;498,74;811,83;538,68;263,8;564,06;1609,5;675,25;13,61;139,25;250,16;142,03;141,65;939,5;18,245
11/07/2008;72,096;1;964,2;18,815;10,2904;1,5938;1,9888;106,28;1,601;472,45;433,37;501,28;821,53;540,45;263,81;565,98;1630,5;680;13,99;140,05;251,86;144,49;145,08;962,75;18,745
14/07/2008;71,915;1;972,6;19,09;10,3013;1,5908;1,9951;106,14;1,5948;469,9;429,53;499,78;819,61;537,27;262,69;562,32;1595;657;13,59;140,8;254,03;143,92;145,18;968;19,175
15/07/2008;71,872;1;977,5;18,92;10,2963;1,5911;2,0059;104,73;1,5931;468,81;427,57;499,4;814,99;534,06;264,23;561,44;1542;648,25;13,93;138,5;250,92;138,75;138,74;986;18,941
16/07/2008;72,064;1;959,95;18,775;10,2276;1,5827;1,9991;105,13;1,5966;468,68;432,73;495,03;795,72;536,17;264,25;563,69;1573;658,5;13,78;138,85;250,36;136,19;134,6;977,5;18,735
17/07/2008;72,242;1;957,45;18,52;10,2355;1,5863;2,0038;106,28;1,5983;467,13;430,97;493,67;791,14;534,72;263,79;565,83;1521;631,25;12,71;135,55;245,77;131,07;129,29;965,5;18,667
18/07/2008;72,189;1;955;18,13;10,1774;1,5847;1,9989;106,97;1,5893;465,55;428,74;492,6;788,47;531,15;263,98;564,8;1470;609,5;12,49;135,65;247,27;130,19;128,88;959,75;18,135
21/07/2008;71,99;1;965,55;18,42;10,1284;1,5922;2,0033;106,45;1,5814;462,82;421,73;493,32;792,14;526,26;263,71;562,95;1409,5;589,25;12,48;135,4;246,64;132,61;131,04;960,5;18,362
22/07/2008;72,446;1;946,35;17,97;10,0365;1,5784;1,9917;107,33;1,5792;460,73;418,39;492,26;794,51;518,39;262,93;560,32;1416,75;573,5;12,01;137,45;245,73;129,55;127,95;961,5;17,945
23/07/2008;72,811;1;920,85;17,365;10,0084;1,5698;1,9995;107,9;1,5836;458,19;414,93;490,48;797,63;503,45;263,62;546,42;1394,25;571,5;12,09;135,95;243,77;125,29;124,44;926,5;17,4
24/07/2008;72,933;1;928,05;17,4325;10,0335;1,5677;1,9869;107,33;1,5781;458,38;416,54;489,51;793,14;503,45;264,27;547,43;1385;573;12,24;135,2;242,95;126,44;125,49;928;17,246
25/07/2008;72,86;1;929,85;17,41;10,0988;1,5709;1,9916;107,84;1,5728;458,65;418,69;488,25;785,27;505,55;264,82;547,19;1398,75;577,25;12,44;137,3;245,61;124,52;123,26;920,5;17,325
28/07/2008;72,649;1;930,6;17,515;10,054;1,5741;1,9939;107,46;1,5757;458,3;419,11;487,3;785,59;505,83;264,38;545,88;1400,25;582;12,32;135,3;241,55;125,84;124,73;923,5;17,417
29/07/2008;73,309;1;918,9;17,36;10,0521;1,5588;1,9788;108,11;1,5686;459,12;418,86;488,98;788,83;502,55;265,97;544,95;1384,25;594;12,82;136,4;243,42;122,71;122,19;916,75;17,33
30/07/2008;73,322;1;906,1;17,48;10,0199;1,5576;1,9817;108,13;1,562;458,95;419,03;488,52;787,36;503,25;265,79;544,5;1394;601,5;13,4;137,55;244,77;127,1;126,77;897,5;17,465
31/07/2008;73,227;1;914,1;17,75;10,0368;1,5603;1,9841;107,92;1,5654;459,78;416,33;492,23;793,58;508,87;265,97;549,74;1395,75;587,5;13,93;139,35;249,38;123,98;124,08;918;17,79
01/08/2008;73,424;1;910,95;17,48;9,9357;1,5564;1,975;107,71;1,56;457,77;417,17;487,91;787,54;501,6;264,23;546,72;1357,75;565;14,13;140,15;245,62;124,18;125,1;912,5;17,52
04/08/2008;73,462;1;894,8;16,94;9,8581;1,5576;1,9624;108,27;1,5619;448,58;402,26;483,48;773,08;478,95;262,15;535,69;1287;535,5;13,42;136,85;240,88;120,68;121,41;905,75;17,14
05/08/2008;73,881;1;874,4;16,45;9,9128;1,5454;1,9547;108,35;1,5746;447,56;403,01;480,99;765,06;478,2;263,05;533,54;1262,5;525,25;13,93;140,2;244,64;117,7;119,17;882;16,572
06/08/2008;74,244;1;879,8;16,555;9,9459;1,5408;1,9477;109,8;1,5775;446,66;401,43;480,66;762,81;474,63;263,43;535,38;1220,5;508;14,19;137,9;243,91;117;118,58;879,5;16,505
07/08/2008;74,547;1;873,07;16,1987;10,014;1,5325;1,9439;109,44;1,5972;450,69;409,48;481,37;762,39;482,01;264,86;544,13;1243;522,25;13,79;140,45;248,08;117,86;120,02;871,5;16,257
08/08/2008;75,845;1;856,6;15,32;10,1568;1,5005;1,9212;110,18;1,6087;445,84;403,38;477,57;750,24;476,41;263,35;548,01;1199;498,5;13,56;135,8;242,58;113,33;115,2;852,5;15,33
11/08/2008;76,125;1;823,82;14,66;10,1824;1,4909;1,9108;110,06;1,6236;442,65;402,53;472,48;739,48;467,14;262,94;540,84;1215;497,25;13,37;135,85;244,93;112,67;114,45;852,5;14,62
12/08/2008;76,152;1;812,93;14,5;10,1605;1,4926;1,8968;109,27;1,6226;441,7;404,55;469,14;726,85;466,75;263,37;536,57;1220;509;13,61;137,45;248,69;111,15;113,01;817,75;14,485
13/08/2008;76,208;1;826,8;14,9;10,1583;1,4919;1,8704;109,53;1,6115;445,16;412,23;469,23;726,47;470,8;264,54;535,27;1270;539;13,85;135,55;244,31;113,47;116;818,5;14,845
14/08/2008;76,669;1;806,05;14,17;10,1684;1,4826;1,8698;109,74;1,6236;444,84;409,81;470,57;733,67;458,17;263,23;527,37;1245,5;557,75;13,39;135,15;244,87;112,64;115,01;818;14,23
15/08/2008;77,18;1;787,7;12,755;10,1866;1,4687;1,8662;110,54;1,638;440,43;401,45;469,36;733,85;453,68;260,94;526,55;1211,5;529,75;13,12;132,85;243,77;112,55;113,77;786,5;12,815
18/08/2008;77,117;1;800,07;13,06;10,175;1,4694;1,8651;110,13;1,6394;443,08;405,94;470,5;738,32;459,44;261,02;527,2;1279;553;13,67;133,95;244,68;111,94;112,87;796,25;13,1
19/08/2008;76,839;1;814,2;13,24;10,1325;1,4776;1,867;109,72;1,6234;444,48;406,75;472,37;752,71;456,94;258,95;525,63;1267;564,75;13,67;136,2;247,62;113,25;114,53;788,75;13,105
20/08/2008;76,958;1;813,55;13,255;10,1416;1,4747;1,8621;109,86;1,6185;444,88;407,47;472,51;752,11;458,09;259,45;523,53;1293,75;575,25;13,68;137,3;248,41;114,36;114,98;815,75;13,04
21/08/2008;76,196;1;836,88;13,85;10,0931;1,4899;1,8782;108,44;1,609;451,1;413,81;478,6;773,26;461,78;261,26;520,25;1341;597,75;14,14;139,85;253,81;120,16;121,18;833,5;13,727
22/08/2008;76,805;1;823,03;13,36;10,145;1,4793;1,8527;110,08;1,627;449,43;409,04;479,46;776,94;460,17;261,48;517,98;1321;586,5;14,14;140,25;253,4;113,92;114,59;824;13,477
25/08/2008;76,793;1;821,95;13,5;10,1397;1,4754;1,8532;109,31;1,6312;448,53;406,86;479,59;777,41;461,19;261,09;515,5;1339,25;580,25;13,99;139,1;250,66;114,03;115,11;824;13,37
26/08/2008;77,251;1;824,93;13,595;10,1583;1,4653;1,84;109,61;1,6288;445,43;404,85;475,63;762,94;459,87;260,19;513,1;1337,5;575,25;14,08;143,7;258,13;114,63;116,27;827;13,575
27/08/2008;77,051;1;826,9;13,46;10,1455;1,4727;1,8356;109,49;1,6219;445,85;403,81;477,24;767,23;462,17;261,23;508,12;1348;577,5;13,59;143,8;258,61;116,22;118,15;827;13,47
28/08/2008;77,151;1;834,03;13,68;10,2525;1,4706;1,8296;109,5;1,6324;439,97;399,44;470,16;740,67;460,23;260,3;503,93;1332,5;570;13,23;143,25;260,24;114,17;115,59;838,25;13,604
29/08/2008;77,381;1;831,15;13,61;10,287;1,4673;1,8211;108,8;1,6315;438,72;398,4;468,74;734,14;460,54;260,62;501,28;1332;568,25;12,76;141,9;258,25;114,05;115,46;833;13,607
01/09/2008;77,644;1;817,68;13,445;10,3361;1,4617;1,8014;108,14;1,6497;438,72;398,4;468,74;734,14;460,54;260,62;501,28;1332;568,25;12,76;141,9;257,62;109,41;115,46;822,25;13,607
02/09/2008;78,061;1;805,35;13,0625;10,3615;1,452;1,7839;108,61;1,6592;434,08;392,05;465,54;724,28;457,13;260,9;498,27;1301,5;553;12,71;140,55;257,89;108,34;109,71;798,5;13,05
03/09/2008;78,087;1;801,3;12,9125;10,3952;1,4498;1,7768;108,29;1,6775;434,73;392,96;465,96;727,22;453,92;260,35;502,1;1251;546,5;12,51;139,9;256,89;108,06;109,35;803,5;12,86
04/09/2008;78,61;1;796,45;12,805;10,5225;1,4325;1,7685;107,08;1,7175;435,83;394,11;467,02;733,28;454,08;259,58;503,06;1234;549,25;12,65;143,5;265,58;106,3;107,89;805,75;12,856
05/09/2008;78,932;1;803,5;12,27;10,4618;1,4267;1,7661;107,73;1,716;429,62;389,19;459,8;713,49;449,12;256,61;500,6;1180;531,5;12,54;138,85;260,97;104,09;106,23;808,5;12,245
08/09/2008;79,589;1;802,3;12,0775;10,4986;1,4128;1,7581;108,28;1,736;429,5;389,24;459,53;712,32;452,62;256,64;504,35;1194,5;533;12,37;139,7;262,63;103,44;106,34;808;11,99
09/09/2008;79,247;1;777,25;11,28;10,5639;1,4133;1,7607;106,81;1,777;427,8;386,61;458,61;710,72;451,77;255,69;502,31;1209;529,5;12,1;136;259,82;100,34;103,26;781,75;11,64
10/09/2008;79,845;1;752,45;10,685;10,6125;1,3998;1,7531;107,7;1,7878;426,74;385,04;457,98;706,52;451,92;256,44;498,72;1181,5;522,5;12,14;136,7;262,34;98,97;102,58;775,75;10,817
11/09/2008;80,146;1;746,85;10,5525;10,6115;1,3998;1,758;107,17;1,8123;426,93;383,86;459,3;711,8;450,16;256,45;502,11;1216;522,25;11,94;134,35;263,46;97,64;100,87;740,75;10,49
12/09/2008;78,966;1;765,5;10,88;10,5945;1,4224;1,7942;107,95;1,781;429,05;384,33;462,76;724,7;451,12;256,96;497,21;1235;547,5;12,36;135,1;262,83;97,58;101,18;750,25;10,735
15/09/2008;78,909;1;786,65;11,125;10,7425;1,4243;1,8007;104,66;1,8149;423,67;383,93;453,32;692,33;447,59;254,44;497,82;1179;562;12,14;135,25;262,25;92,38;95,71;775;11,075
16/09/2008;79,068;1;779,73;10,4875;10,7188;1,4129;1,7835;105,65;1,808;423,67;383,93;453,32;692,33;447,59;254,44;497,82;1124;532,25;12;129,85;259,62;89,22;91,15;779,5;10,462
17/09/2008;78,095;1;863,85;11,965;10,8387;1,4326;1,8173;104,66;1,8892;418,4;377,97;448,66;685,9;430,34;254,08;483,15;1139;554;12,22;129,45;262,27;94,84;97,16;813;11,62
18/09/2008;78,019;1;852,8;11,95;10,7473;1,4348;1,8181;105,44;1,8965;415,75;375,91;445,53;676,03;429,18;253,42;480,46;1116;527,25;11,67;126,45;263,58;95,19;97,88;863;12,648
19/09/2008;77,68;1;873,55;12,63;10,6585;1,4466;1,8318;107,45;1,8298;420,27;383,07;447,88;681,02;437,05;255,42;482,94;1143,5;542,25;11,65;133,1;261,65;99,61;104,55;869;12,425
22/09/2008;76,151;1;897;13,45;10,6284;1,4774;1,8544;105,52;1,8032;425,62;389,51;452,31;693,71;445,31;257,46;486,29;1205;558,5;12,06;136,6;262,57;106,04;120,92;889;13,4
23/09/2008;76,468;1;892,15;13,29;10,7705;1,4648;1,8522;105,56;1,8465;423,94;389,27;449,49;686,69;440,4;255,49;489,77;1187;560,25;11,83;134,9;261,42;103,08;106,61;899;13,12
24/09/2008;76,788;1;883;13,26;10,8491;1,4621;1,8465;106,11;1,8596;422,71;387,95;448,35;686,06;440,07;254,6;484,88;1187;563;12,14;135,65;262,42;102,45;105,73;896;13,384
25/09/2008;76,994;1;877,83;13,215;10,7125;1,4609;1,8372;106,56;1,8206;423,25;389,63;447,97;684,73;440,82;255,38;486,7;1183;558,25;13,05;137,6;265,05;104,6;108,02;888,5;13,222
26/09/2008;76,953;1;878,75;13,3175;10,7874;1,4614;1,8445;106,01;1,8445;421,86;386,46;448,01;687,99;438,85;253,92;486,89;1164;543;13,1;134,15;260,36;103,54;106,89;902;13,458
29/09/2008;77,471;1;908,75;13,13;11,032;1,4435;1,8086;104,18;1,9634;415,41;376,92;444,1;682,07;429,14;250,41;481,13;1094;513;12,59;130,25;261,92;93,98;96,37;905;13,025
30/09/2008;79,448;1;870,95;12,03;10,9378;1,4092;1,7805;106,11;1,9046;412,62;374,58;440,96;673;427,09;248,82;481,44;1045;487,5;12,36;130,45;261,72;98,17;100,64;884,5;12,275
01/10/2008;79,463;1;870,87;12,56;10,9601;1,4009;1,7697;105,72;1,9176;411,71;373,62;440,1;672,29;421,94;250,51;477,4;1053;484;13,93;129,1;261,72;95,33;98,53;880;12,77
02/10/2008;80,439;1;836,45;10,845;11,1956;1,3819;1,7639;105,34;2,0206;405,15;363,44;436,56;664,44;414,85;250,67;471,58;1004;454;13,08;125,45;262,1;90,56;93,97;852;11,12
03/10/2008;80,313;1;835,58;11,14;11,2554;1,3772;1,7714;105,32;2,044;402,81;361,67;433,78;655,3;412,86;249,8;468,55;992;454;12,61;122,05;261,32;90,25;93,88;828;11,325
06/10/2008;81,675;1;859,75;11,04;11,805;1,3499;1,7441;101,82;2,179;395,34;351,67;428,47;640,93;406,46;246,28;467,31;922;424;11,79;114,5;250,86;83,68;87,81;875,5;11,285
07/10/2008;80,973;1;887,1;11,575;12,3146;1,3588;1,7455;101,48;2,311;391,79;350,53;422,94;623,25;403,93;244,49;466,86;926;417;12,03;114,2;255,79;84,66;90,06;876,75;11,38
08/10/2008;80,913;1;907,62;11,74;12,3225;1,3654;1,7306;99,14;2,3342;387,48;345,95;418,89;607,62;394,12;244,6;459,77;964;427,5;11,89;114,55;262,05;84,36;88,95;903,5;11,772
09/10/2008;81,163;1;913,25;12,1;13,2194;1,3604;1,7097;99,82;2,2826;383,91;344,78;413,35;602,36;382,34;243,13;444,27;980;438,25;11,9;114,65;257,45;82,66;86,59;883,5;11,875
10/10/2008;82,997;1;850,1;10,0575;13,093;1,3409;1,7043;100,67;2,313;371,78;333,37;400,72;568,6;367,2;240,83;432,08;910;408,25;11,23;115,35;259,94;74,09;77,7;900,5;10,6
13/10/2008;81,876;1;833,07;10,7;12,2503;1,3581;1,7341;102,02;2,144;377,6;339,45;406,27;589,29;376,3;240,83;428,93;928;411,5;11,7;117,65;258,58;77,46;81,19;831,5;10,79
14/10/2008;81,363;1;836,85;10,965;12,3135;1,3619;1,7395;102,08;2,0963;376,7;333,78;409,39;599,77;372,19;241,51;430,43;896;411,25;11,71;118,95;257,8;74,53;78,63;832,5;11,06
15/10/2008;82,05;1;847,28;10,29;13,145;1,3499;1,7269;99,96;2,2265;376,7;333,78;409,39;599,77;372,19;241,51;430,43;858;388;11,18;113,25;256,51;70,8;74,54;847;10,18
16/10/2008;82,455;1;804,6;9,6738;12,8343;1,3456;1,7304;101,58;2,1335;365,44;326;395,29;556,63;361,31;240,68;419,94;867;384,5;11,16;112,95;254,63;66,32;69,85;802,5;9,635
17/10/2008;82,413;1;783,35;9,3525;12,876;1,341;1,7281;101,69;2,119;367,34;327,86;397,22;556,18;361,44;244,59;419,33;894;403;11,58;115,6;257,84;69,6;71,85;784,5;9,335
20/10/2008;83,1;1;796,93;9,785;12,9901;1,3344;1,7152;101,87;2,1183;361,29;330,33;384,21;526,99;359,01;240,11;410,24;929;418,5;11,5;114,5;256,5;72,03;74,25;795;9,69
21/10/2008;83,99;1;771,65;10,11;13,2366;1,3063;1,6706;100,14;2,2386;356,85;326,63;379,19;505,97;354,95;242,09;409,74;908;411;11,24;114,25;258,44;69,72;70,89;772;10,075
22/10/2008;85,37;1;730,5;9,56;13,879;1,2855;1,6267;97,67;2,379;351,98;319,21;376,4;496,78;348,32;241,83;410,06;859;385;10,96;112,6;260,67;64,52;66,75;744;9,46
23/10/2008;85,36;1;721,37;9,675;13,417;1,2934;1,623;97,31;2,2608;344,99;314,01;368;477,17;343,21;236,33;410,72;884,5;390,25;10,84;110,1;259,56;65,92;67,84;720;9,5
24/10/2008;86,44;1;734,7;9,36;13,3842;1,2623;1,5897;94,32;2,3075;346,52;314,96;370;490,87;335,35;237,77;399,09;863,75;372,75;10,76;108,65;255,85;62,05;64,15;712,5;9,295
27/10/2008;86,934;1;730,8;9,07;13,5222;1,2493;1,5552;92,78;2,2506;346,71;314,96;370,36;492,09;335,35;237,77;399,09;893;385,25;10,96;107,75;250,34;61,41;63,22;730,5;9,195
28/10/2008;87,028;1;746,95;9,215;13,0405;1,2683;1,5901;98,03;2,161;349,63;315,52;375,18;520,22;331,51;234,32;392,12;878,75;390,75;11,14;107,7;250,89;60,29;62,73;730,5;8,79
29/10/2008;85,071;1;754,95;9,8775;12,9119;1,2963;1,6373;97,39;2,1335;357,67;327,68;379,82;538,22;336,13;234,48;393,22;937,25;420,75;12,09;112,2;254,16;65,47;67,5;764;9,805
30/10/2008;84,556;1;738,75;9,805;12,584;1,2915;1,6451;98,61;2,105;347,78;320,81;367,57;498,06;324,67;232,25;385,1;934;409,5;11,85;111;251,3;63,71;65,96;755,25;9,785
31/10/2008;85,633;1;723,85;9,85;12,8259;1,2726;1,6076;98,47;2,159;342,56;317,3;361,02;483,51;317,98;231,21;378,12;925,25;401,5;12,02;113;253,13;65,32;67,81;730,75;9,73
03/11/2008;86,354;1;723,55;9,84;12,7775;1,2643;1,5819;99,12;2,1795;343,04;317,95;361,36;483,89;320,29;231,7;378,34;928,25;403;12,18;112,35;254,14;60,48;63,91;729,5;9,75
04/11/2008;84,784;1;763,27;10,22;12,4825;1,2981;1,5956;99,71;2,1123;348,56;321,56;368,37;501,49;324,98;235,85;378,75;949,5;413;12,71;116,7;256,97;66,44;70,53;741,25;10,13
05/11/2008;84,606;1;740,45;10,325;12,7512;1,2954;1,591;97,95;2,1295;342,41;314,12;363,29;493,95;314,54;233,06;372,29;894,75;390,25;12,64;116,4;256,44;61,87;65,3;753,75;10,455
06/11/2008;85,893;1;732,8;9,9875;13,0471;1,2715;1,5628;97,75;2,2182;338,94;311,29;359,3;485,19;312,56;231,19;370,25;899,5;378;11,87;111;257,33;57,43;60,77;754,5;10,055
07/11/2008;85,907;1;736,65;10,07;12,8018;1,2718;1,5643;98,24;2,1643;338,94;311,29;359,3;485,19;312,56;231,19;370,25;911,75;375,5;12,01;112,1;255,24;57,35;61,04;735,25;9,963
10/11/2008;85,912;1;746,2;10,19;12,8222;1,2748;1,5604;98,01;2,172;339,31;313;358,61;489,91;313;228,74;367,94;940;383,5;12;112,8;257,69;59,08;62,41;753;10,22
11/11/2008;87,075;1;731,65;9,745;12,9663;1,2522;1,5384;97,66;2,2085;335,26;310,86;353,08;476,61;304,17;228,74;363,22;908;374,25;11,8;112,3;259,07;55,71;59,33;733,75;9,805
12/11/2008;87,47;1;712,25;9,36;13,0499;1,2505;1,4964;95,01;2,3176;333,51;308,87;351,52;474,72;301,42;226,6;363,22;885,25;369,5;11,61;111,75;261,51;52,37;56,16;724,75;9,48
13/11/2008;86,938;1;736,5;9,445;12,9227;1,2769;1,4841;97,68;2,3305;334,58;311,27;351,54;476,77;296,81;229,34;358,16;887;377;11,42;110,4;263,19;51,99;58,24;713,5;8,8
14/11/2008;86,365;1;742,1;9,53;13,0613;1,2605;1,474;97,14;2,2415;336,22;312,36;353,6;487,4;294,98;229,66;354,47;878;380,25;11,65;110,95;261,42;54,24;57,04;747,5;9,49
17/11/2008;86,807;1;738,05;9,29;13,1802;1,265;1,4989;96,44;2,2891;333,31;310,97;349,52;475,02;294,31;228,4;357,33;906,5;385,75;11,74;110,55;259,75;52,31;54,95;734;9,33
18/11/2008;87,372;1;738,2;9,645;13,141;1,2618;1,4958;97,03;2,327;331,79;308,42;348,82;469,9;289,21;230,01;352,2;902;380;11,61;110,6;261,12;51,84;54,39;738;9,55
19/11/2008;87,312;1;734,62;9,265;13,5138;1,2489;1,4952;95,74;2,3952;323,81;294,49;345,61;463,5;257,34;230,26;320,18;897;378,75;11,67;111;267,29;51,72;53,62;762;9,31
20/11/2008;87,969;1;746,6;8,9588;13,9;1,2453;1,4727;93,7;2,3925;316,36;282,99;341,55;453,85;244,7;227,48;307,02;856;363,75;11,51;108,3;260,73;48,08;49,62;738;9,025
21/11/2008;88,191;1;800,45;9,6675;13,72;1,2587;1,4925;95,96;2,4614;316,36;282,99;341,55;453,85;244,7;227,48;307,02;840;338,5;11,28;108,95;268,26;49,19;49,93;774,5;9,48
24/11/2008;86,081;1;821,62;10,555;13,4013;1,2953;1,5183;97,35;2,3195;319,4;285,99;344,6;469,72;242,57;234,2;298,32;884;354,5;11,72;112,2;266,39;53,93;54,5;822,5;10,355
25/11/2008;85;1;821,03;10,33;13,2328;1,3065;1,5472;95,23;2,3148;317,84;285,84;341,89;475,48;237,84;233,09;291;883;353,5;11,61;112,5;264,38;50,35;50,77;820,5;10,27
26/11/2008;85,667;1;812,9;10,31;13,25;1,288;1,5326;95,67;2,2242;322,03;292,24;344,23;478,69;245,68;236,99;300,48;886;354;11,81;114,1;265,97;53,92;54,44;812,5;10,22
27/11/2008;85,567;1;816,2;10,36;13,204;1,2904;1,5406;95,19;2,3067;321,45;292,24;343,18;474,91;245,68;236,99;300,48;886;354;11,81;114,1;264,76;53,13;54,44;814;10,22
28/11/2008;86,517;1;818,05;10,31;13,4647;1,2691;1,5377;95,53;2,3063;322,57;294,63;343,27;472,35;245,68;238,79;302,37;883;349,5;11,9;114,1;264,04;53,49;54,43;814,5;10,185
01/12/2008;86,724;1;768,95;9,28;13,6477;1,2611;1,4884;93,19;2,3373;317,17;285,13;341,26;468,12;235,5;237,55;302,62;846;332,75;11,65;111,65;264,8;47,97;49,28;778;9,35
02/12/2008;86,702;1;782,37;9,5775;13,565;1,2714;1,492;93,18;2,4079;312,94;283,63;334,81;446,95;232,8;236,58;302,49;827;332,5;11,62;110,25;265,38;45,44;46,96;780;9,59
03/12/2008;87,03;1;773,95;9,69;13,6007;1,2717;1,4784;93,3;2,4975;311,33;281,59;333,56;442,52;231,77;236,65;300,24;830;332;11,16;109,6;266,03;45,44;46,79;766,25;9,564
04/12/2008;86,444;1;767;9,4825;13,595;1,2777;1,468;92,23;2,5035;302,67;278,77;320,24;436,03;228,69;232,42;277,37;811;318,25;10,8;104,5;263,24;42,28;43,67;773,25;9,491
05/12/2008;87,121;1;756,45;9,5425;13,5968;1,2718;1,4685;92,84;2,4335;298,57;274,44;316,34;426,43;226,61;229,65;277,35;783,5;293,5;10,57;101,6;262,26;39,74;40,81;749;9,401
08/12/2008;85,56;1;772,7;9,99;13,4337;1,2963;1,4915;92,82;2,5127;302,3;278,24;320;432,82;229,36;234;276,2;820,5;314,25;11,25;107,75;266,18;43,42;43,71;767,25;9,94
09/12/2008;85,837;1;776,93;9,845;13,569;1,2927;1,475;92,13;2,4716;300,23;275,22;318,69;431,17;220,11;232;268,79;813;312,25;11,22;108,05;266,54;41,53;42,07;767,75;9,815
10/12/2008;85,484;1;810,6;10,2425;13,3957;1,3023;1,4785;92,77;2,4466;302,34;277,89;320,34;435,2;219,37;233,21;267,97;829,5;326,75;11,62;108,45;265,04;42,4;43,52;802,25;10,165
11/12/2008;83,834;1;821,35;10,35;13,2694;1,3352;1,5036;91,46;2,3659;303,56;279,21;321,48;437,56;217,8;234,32;267,22;856,5;338;11,89;111,05;262,56;47,39;47,98;827,75;10,39
12/12/2008;83,644;1;822,4;10,3;13,632;1,3369;1,4944;91,21;2,3942;300,95;278,45;317,42;425,31;215,59;232,97;267,14;854;359,5;11,64;109,85;262,75;46,41;46,28;826,5;10,199
