data;Índ. Dólar;dólar EUA spot;dólar-ouro;dólar-prata;méx.;euro-dólar EUA;libra-dól;Japão;reais BR;CRB Tot;CRB Ali;CRB Ind;CRB Met;CRB Ól.;CRB Text;CRB Gado;Soja Spot;Milho Spot;Açúcar Spot;Café A Spot;Café A Indx;Petróleo B;Petróleo W;Ouro;Prata
18/12/2001;115,15;1;280,45;4,475;9,103;0,9039;1,4577;127,85;2,305;213,82;203,31;221,29;172,62;185,95;219,58;265,53;432;214;7,03;46,1;103,51;19,18;19,36;278,85;4,415
19/12/2001;115,48;1;276,15;4,37;9,115;0,9003;1,4505;128,19;2,2945;212,67;202,24;220,08;173,37;180,88;219,04;256,83;435;214,25;6,95;46,9;102,04;19,47;19,8;278,65;4,303
20/12/2001;115,59;1;276,25;4,46;9,165;0,9;1,4486;128,66;2,335;211,82;201,44;219,19;173,9;180,11;218,13;253,96;435,5;212,25;7,07;49,6;105,11;19,13;19,28;276,1;4,393
21/12/2001;116,98;1;278,15;4,54;9,13;0,8892;1,4411;129,59;2,3425;212,89;203,84;219,27;173,83;181,45;218,76;256,56;435,5;211,5;7,12;46,65;103,68;19,36;19,62;277,5;4,465
24/12/2001;117,91;1;278,05;4,54;9,093;0,877;1,4424;129,95;2,338;212,89;203,84;219,27;173,83;181,45;218,76;256,56;435,5;211,5;7,12;46,65;103,68;19,34;19,62;277,5;4,465
25/12/2001;118,05;1;278,75;4,54;9,093;0,8787;1,4434;130,88;2,338;212,89;203,84;219,27;173,83;181,45;218,76;256,56;435,5;211,5;7,12;46,65;103,68;19,34;19,62;277,5;4,465
26/12/2001;117,85;1;279,38;4,58;9,135;0,8807;1,4524;130,89;2,3245;212,09;201,72;219,46;173,2;180,98;219,16;256,69;428,25;208,75;7,12;46,65;101,48;19,34;21,27;277,5;4,536
27/12/2001;117,57;1;277,05;4,54;9,142;0,8829;1,451;131,79;2,332;211,94;202,28;218,79;173,03;178,76;218,7;254,77;427,5;209,5;7,3;46,5;103,63;20,34;20,9;277,7;4,461
28/12/2001;117,25;1;276,55;4,51;9,18;0,8855;1,4513;131,12;2,3115;212,82;202,79;219,94;176,19;177,71;217,41;255,19;424,25;209,75;7,39;46,2;102,68;20,3;20,41;276,5;4,498
31/12/2001;116,75;1;278,95;4,62;9,1575;0,8895;1,4546;131,66;2,3105;212,1;204,61;217,33;172,45;175,82;217,41;257,21;421;209;7,39;46,2;102,68;19,9;19,84;276,5;4,588
01/01/2002;116,84;1;278,95;4,62;9,153;0,8895;1,4534;131,65;2,3105;212,1;204,61;217,33;172,45;175,82;217,41;257,21;421;209;7,39;46,2;102,68;19,9;19,84;276,5;4,588
02/01/2002;115,79;1;278,75;4,6;9,106;0,9033;1,4468;132,13;2,302;211,41;203,64;216,85;171,46;174,73;218,73;254,21;418;208,5;7,71;47,35;104,77;21;21,01;278,35;4,535
03/01/2002;116,11;1;278,45;4,65;9,119;0,8989;1,4385;131,8;2,295;211,43;203,89;216,7;171,67;173,4;217,92;252,28;423,75;210,5;7,65;47,5;105,95;20,66;20,37;278,8;4,608
04/01/2002;116,33;1;278,95;4,7;9,1665;0,8949;1,4473;131,04;2,331;212,27;204,49;217,71;173,17;174,35;218,87;252,07;424;210,5;7,64;48,55;106,5;22,18;21,62;277,75;4,65
07/01/2002;116,33;1;278,75;4,71;9,158;0,8931;1,4404;131,09;2,327;214,35;208,28;218,53;173,89;175,24;220,49;255,19;429;211,5;7,71;48,25;106,98;22,03;21,48;278,6;4,667
08/01/2002;116,83;1;279,05;4,69;9,1878;0,8932;1,4394;132,86;2,374;215,04;207,05;220,64;177,76;175,57;220,84;252,75;435;211,5;7,8;48,55;108,4;22,02;21,25;278,6;4,64
09/01/2002;117,01;1;283,95;4,82;9,219;0,8913;1,4374;133,15;2,375;214,4;206,64;219,82;176,84;175,76;219,64;251,9;440;210;8,03;50,85;112,45;20,89;20,18;281,1;4,71
10/01/2002;116,88;1;286,35;4,79;9,2765;0,8916;1,4391;132,39;2,423;212,32;202,46;219,3;176,65;170,73;219,07;243,62;433,25;208,75;7,92;51,3;113,72;21,29;20,38;286,85;4,7
11/01/2002;116,64;1;287,55;4,75;9,202;0,8924;1,4486;132,22;2,4015;213,02;204,53;218,99;176,53;171,2;218,52;246,12;445;212,75;7,76;49,55;109,89;20,86;19,68;285,75;4,698
14/01/2002;116,64;1;284,95;4,59;9,2235;0,8942;1,4495;132,05;2,395;212,46;203,3;218,92;176,29;170,43;217,8;247,23;446;211;7,62;50,4;111,4;19,78;18,89;286,35;4,515
15/01/2002;117,29;1;284,65;4,63;9,1745;0,8834;1,4411;131,14;2,375;212,52;203,08;219,19;176,28;170,06;218,29;246,66;446;212,75;7,83;50,25;112,14;19,7;18,9;284,2;4,555
16/01/2002;117,59;1;287,15;4,63;9,185;0,8831;1,4372;132,07;2,363;213,45;203,62;220,41;175,43;170,28;218,81;250,87;452,5;214,75;7,86;49,25;111,55;19,36;18,86;284,6;4,562
17/01/2002;117,85;1;284,05;4,5;9,115;0,8813;1,4357;132,54;2,3775;213,11;203,12;220,2;176,11;170,2;219,44;249,64;450,75;213,5;7,48;48,85;111,51;18,41;17,97;285;4,445
18/01/2002;117,64;1;283,55;4,37;9,1225;0,8848;1,4383;132,57;2,365;211,98;201,3;219,58;175,65;167,51;218,16;248,78;445,5;211,75;7,3;47,4;109,69;18,45;18;283,2;4,345
21/01/2002;117,67;1;282,55;4,345;9,1325;0,8837;1,4358;132,72;2,373;211,98;201,3;219,58;175,65;167,51;218,16;248,78;445,5;211,75;7,3;47,4;108,79;18,57;18;282,3;4,345
22/01/2002;117,7;1;282;4,3;9,149;0,8871;1,4289;133,87;2,38;212,05;202,43;218,86;173,97;167,51;217,2;250,8;439;209,5;7,43;46,8;109,63;18,75;18,34;282,05;4,288
23/01/2002;118,43;1;279,25;4,3;9,1365;0,8784;1,4253;134,57;2,378;212,03;201,89;219,23;174,38;166,41;217,06;252,43;433,5;208,75;7,31;46,75;110,96;19,19;19,5;280,75;4,26
24/01/2002;118,64;1;278,98;4,26;9,1285;0,8782;1,4258;134,69;2,396;211,83;201,72;219,01;174,56;166,07;215,92;253,04;437,25;209,5;6,97;46,45;112,22;19,13;19,7;279,2;4,273
25/01/2002;119,85;1;279,45;4,32;9,1447;0,865;1,4082;134,47;2,407;212,47;202,94;219,22;174,32;164,69;216,94;256,04;430,75;209;7,13;45,9;110,9;19,37;19,99;279;4,305
28/01/2002;120,04;1;278,65;4,27;9,1693;0,8616;1,4095;133,44;2,424;211,51;201,41;218,69;174,21;164,82;216,26;254,61;431;207,5;7,18;45,05;110,49;19,65;20,05;279,1;4,25
29/01/2002;119,62;1;281,85;4,31;9,2175;0,8657;1,4139;133,46;2,437;211,2;199,18;219,82;173,45;161,01;217,83;254,27;428,5;206,25;6,75;44,7;110,92;19,24;19,58;277,9;4,295
30/01/2002;119,76;1;281,9;4,3;9,1505;0,8613;1,4142;132,9;2,4325;212,28;202,4;219,29;173,55;166,38;215,95;255,82;427,75;206;6,57;45,15;110,92;18,79;19,08;281,5;4,293
31/01/2002;120,21;1;282,55;4,23;9,1475;0,8594;1,4108;134,68;2,413;212,32;202,64;219,18;173,85;166,03;215,9;255,44;430,25;206;6,38;45,1;110,51;19,18;19,48;282,3;4,223
01/02/2002;119,69;1;286,25;4,31;9,1595;0,8618;1,4162;133,07;2,42;213,04;202,37;220,63;174,66;165,5;219,31;255,86;426,75;204,5;6,35;45,45;110,72;19,98;20,38;283,9;4,313
04/02/2002;118,95;1;289,9;4,3;9,1625;0,8698;1,4233;132,35;2,423;213,45;203,11;220,79;174,63;164,7;219,88;257,72;434;206;6,24;45,5;110,56;19,81;20,07;287,4;4,295
05/02/2002;119,41;1;297,55;4,38;9,1238;0,8677;1,4157;133,93;2,42;213,06;202,7;220,42;174,38;165,27;219,05;256,9;432,75;206,25;6,34;44,85;110,05;19,56;20,07;291,95;4,397
06/02/2002;119,52;1;297;4,4;9,1075;0,8674;1,4124;133,69;2,4355;212,58;201,03;220,84;175,28;161,67;219,02;256,95;428;204,25;6,39;45,1;110,31;19,31;19,78;299,5;4,365
07/02/2002;119,16;1;301,15;4,375;9,1551;0,8702;1,414;133,75;2,4625;213,06;201,53;221,31;174,31;162,02;220,31;256,97;431,25;204,5;6,28;44,8;111,24;19,21;19,64;299,5;4,345
08/02/2002;118,98;1;303,75;4,46;9,072;0,8722;1,415;134,71;2,4555;213,12;201,43;221,48;174,54;161,91;220,51;256,89;429;204,75;6,18;44,55;111,41;19,72;20,26;304,3;4,455
11/02/2002;118,44;1;299,75;4,43;9,0925;0,8766;1,4218;133,38;2,4565;214,36;203,02;222,46;177,48;161,79;219,07;258,78;431;205,25;6;43,1;111,41;21,44;21,41;297,75;4,415
12/02/2002;118,25;1;300,25;4,48;9,0635;0,8768;1,4327;132,64;2,4565;214,04;202,06;222,62;177,36;161,96;219,77;256,32;436,25;205,75;6,15;43;111,41;20,46;20,73;298,9;4,485
13/02/2002;118,83;1;299,25;4,515;9,07;0,8709;1,4287;133,27;2,409;213,79;203,47;221,12;177,44;164,64;215,13;255,78;439,5;208,75;6,28;43,4;110;20,7;21,18;297,4;4,505
14/02/2002;118,4;1;300;4,57;9,0805;0,8737;1,431;132,12;2,4305;214,38;202,9;222,6;178,12;163,73;216,98;258,24;436,25;206,75;6,26;43,75;111,08;20,82;21,23;299;4,53
15/02/2002;118,55;1;297,85;4,59;9,0595;0,8734;1,432;132,61;2,427;214,51;203,87;222,08;177,37;164,96;215,73;259,34;437,25;205;6,25;44,1;111,28;20,87;21,5;299,85;4,538
18/02/2002;118,81;1;297,75;4,53;9,065;0,8705;1,4282;132,71;2,4315;214,51;203,87;222,08;177,37;164,96;215,73;259,34;437,25;205;6,25;44,1;110,45;20,33;21,5;297,35;4,538
19/02/2002;118,33;1;293,1;4,53;9,088;0,8763;1,4314;133,57;2,425;213,26;203,63;220,07;176,25;166,06;213,24;256,97;438,25;205,75;6,28;43,8;111,67;20,52;20,88;296,5;4,47
20/02/2002;118,93;1;291,45;4,41;9,0725;0,8698;1,4273;133,73;2,4195;213,04;202,69;220,4;176,18;166,04;213,13;257,63;445;206,75;6,4;47,05;113,18;19,86;20,29;291,3;4,4
21/02/2002;119,16;1;292,75;4,43;9,0875;0,8704;1,4264;134,21;2,4225;214,58;202,99;222,86;176,79;168,57;213,67;264,76;444;206,75;6,34;49;114,61;20,37;20,95;292,15;4,42
22/02/2002;118,48;1;292,75;4,41;9,095;0,8755;1,4327;134,15;2,4215;214,55;202,59;223,12;177,03;168,41;214,13;263,5;441,25;205,25;6,31;48;112,63;20,37;21,07;292,75;4,398
25/02/2002;119,13;1;292,55;4,39;9,0665;0,8695;1,4251;133,86;2,394;215,06;202,71;223,92;176,67;170,21;214,78;267,76;436,75;202;6,37;47,05;109,47;19,98;20,48;291,95;4,368
26/02/2002;119,82;1;297,75;4,43;9,096;0,864;1,4171;134,68;2,395;215,58;201,95;225,43;177,5;171,55;215,54;268,03;436,75;198,75;6,36;45,85;109,13;20,86;21,41;294,2;4,423
27/02/2002;119,53;1;296,8;4,44;9,096;0,8655;1,4192;134,28;2,356;214,95;200,53;225,42;177,56;170,91;215,39;267,36;442,75;199,75;5,89;44,65;108,72;20,85;21,29;297,4;4,424
28/02/2002;119,16;1;296,55;4,49;9,119;0,8694;1,4174;133,36;2,3635;215,88;200,88;226,79;178,32;172,47;215,37;270,33;435,75;200,5;5,99;44,75;108,63;21,33;21,74;296,85;4,497
01/03/2002;119,4;1;298,15;4,53;9,0864;0,8655;1,4177;133,46;2,3445;216,61;202,77;226,62;179,2;173,45;215,72;267,67;446,5;200,5;5,97;45,85;109,07;21,89;22,4;295,4;4,549
04/03/2002;118,81;1;296,85;4,6025;9,0945;0,8692;1,4231;132,22;2,3255;217,44;203,23;227,74;179,66;174,86;215,51;271,82;443,5;199,25;5,96;45,75;108,69;21,94;22,45;297,4;4,587
05/03/2002;118,57;1;293,95;4,6;9,075;0,8717;1,4243;132,24;2,3315;217,79;204,14;227,64;179,35;175,83;215,68;271,72;449;202,5;6,04;46,8;111,29;22,79;23,17;297,8;4,541
06/03/2002;117,96;1;293,5;4,4325;9,0813;0,8765;1,4228;130,67;2,3675;217,94;204,18;227,88;179,63;175,71;215,99;272,24;447,25;201,5;6;48,25;112,76;22,72;23,15;292,7;4,516
07/03/2002;116,8;1;289,55;4,485;9,076;0,8816;1,4283;127,56;2,3705;219,29;204,6;229,94;180,38;176,01;219,06;273,91;451,5;200,75;6,06;47,4;111,71;23,3;23,71;291;4,466
08/03/2002;117,99;1;289,75;4,55;9,0743;0,8749;1,423;128,65;2,3515;219,46;204,65;230,21;181,14;175,41;217,97;275,48;458;202;6,18;48,45;113,12;23,33;23,84;289,15;4,492
11/03/2002;117,78;1;290,7;4,52;9,0635;0,8752;1,4198;128,37;2,356;219,48;204,48;230,38;180,95;175,47;218,8;274,84;458;204;6,21;52,85;119,41;23,89;24,31;291,2;4,472
12/03/2002;117,8;1;293,85;4,52;9,1015;0,8758;1,4152;129,04;2,3295;219,76;204,89;230,55;180,32;175,76;218;274,59;456,75;204,75;6,09;55,4;121,54;23,7;24,2;293,6;4,485
13/03/2002;117,96;1;293,35;4,53;9,1;0,876;1,4151;129,47;2,349;219,42;203,93;230,7;180,76;177,45;219,36;273,78;456;202,5;6,19;54,4;118,65;23,89;24,16;293,15;4,517
14/03/2002;117,29;1;291,25;4,5;9,1155;0,8825;1,4202;129,16;2,344;220,9;206,05;231,69;180,24;180,02;220,19;275,22;457,5;203;6,27;54,3;118,24;24,06;24,56;291,2;4,489
15/03/2002;117,18;1;290,05;4,51;9,0795;0,8828;1,4248;129;2,3465;221,82;207,09;232,5;180,54;181,66;219,95;279,85;472,25;205,75;6,26;54,75;118,43;24,55;24,51;290,3;4,482
18/03/2002;117,46;1;292,57;4,5;9,0725;0,8828;1,4267;131,33;2,341;221,23;205,74;232,5;180,55;179,3;219,93;280,13;460,5;206,25;6,22;50,6;112,47;25,07;25,11;292,05;4,492
19/03/2002;117,6;1;293,2;4,54;9,0665;0,8824;1,4241;132,08;2,343;220,72;204,65;232,46;181,14;179,33;218,92;278,61;463,5;206,5;6,03;53,35;114,76;24,91;24,88;293,1;4,512
20/03/2002;117,22;1;292,45;4,53;9,0695;0,8855;1,4285;131,4;2,344;220,31;202,96;233,06;181,44;179,01;219,26;277,86;458,5;205,75;6,01;56;119,83;24,66;24,9;291,85;4,522
21/03/2002;117,52;1;293,15;4,52;9,045;0,8828;1,4264;132,07;2,342;220,28;202,73;233,19;181,25;178,51;220,45;276,4;459,25;205,5;5,78;53,95;117,72;25,42;25,61;292,75;4,499
22/03/2002;118,05;1;297,75;4,55;9,048;0,8779;1,4258;132,88;2,3615;220,68;202,83;233,83;183,51;180,09;219,54;276,44;464,5;204,75;5,91;54,3;118,76;25,36;25,35;294,25;4,531
25/03/2002;118,1;1;298,25;4,585;9,011;0,877;1,426;133,37;2,365;220,19;202,64;233,09;182,79;178,57;218,74;278,88;462,5;203,75;6,02;54,45;118,78;25,13;24,99;297,7;4,572
26/03/2002;118,14;1;296,75;4,585;9,033;0,8768;1,4257;133,04;2,3465;219,89;202,8;232,44;183,57;176,98;217,74;275,73;467,75;204,5;6,08;55,05;119,9;25,31;25,36;296,1;4,579
27/03/2002;118,54;1;302,38;4,685;9,0025;0,8725;1,4248;132,64;2,323;220,06;203,29;232,35;184,12;175,97;219,6;271,61;472,75;206,25;6;55,95;121,04;25,44;25,87;299;4,68
28/03/2002;118,62;1;302,65;4,66;9,003;0,8712;1,4251;132,76;2,325;219,64;203,09;231,76;183,85;177,49;217,62;272,14;476,25;202,5;5,93;57,2;122,06;25,92;26,31;301,4;4,65
29/03/2002;118,62;1;302,65;4,66;9,035;0,8717;1,4259;132,73;2,325;219,64;203,09;231,76;183,85;177,49;217,62;272,14;476,25;202,5;5,93;57,2;122,06;25,92;26,31;301,4;4,65
01/04/2002;117,77;1;303,35;4,68;9,002;0,8806;1,4412;133,48;2,296;220,68;205,52;231,7;183,85;177,99;218,03;275,57;475,75;203,5;5,77;58,5;123,12;25,92;26,88;301,4;4,7
02/04/2002;117,92;1;305,85;4,72;9,044;0,8794;1,4358;133,21;2,298;220,12;203,27;232,48;185,19;177,57;218,4;271,83;473,25;203,75;5,83;59,35;126,95;27,66;27,71;304;4,747
03/04/2002;117,68;1;302,55;4,68;9,039;0,881;1,4361;132,74;2,312;219,45;203,01;231,49;184,89;175,1;217,79;270,98;461,75;201,25;5,66;59,45;126,41;27,27;27,56;303,75;4,667
04/04/2002;117,94;1;301;4,61;9,04;0,8785;1,4341;132,33;2,301;219,13;203,8;230,28;184,56;173,78;216,98;267,98;459;201,5;5,62;56,8;122,49;27,31;26,58;301,7;4,625
05/04/2002;117,69;1;300,05;4,57;9,0065;0,8783;1,4321;131,58;2,277;219,2;204,27;230,05;184,72;174,24;217;267,25;465,5;200,5;5,7;55;118,77;25,99;26,21;301;4,58
08/04/2002;118,2;1;300,5;4,57;9,026;0,875;1,4308;131,68;2,284;218,45;203,59;229,24;183,9;172,08;215,74;269,13;458;201,5;5,59;54,05;117,11;27,02;26,54;300,45;4,57
09/04/2002;117,56;1;298,55;4,56;9,0275;0,8811;1,4369;130,88;2,277;216,42;199,82;228,59;183,56;168,69;215,49;259,24;461,25;201,25;5,62;56,1;121,02;26,08;25,82;298,7;4,558
10/04/2002;117,56;1;301,25;4,59;9,05;0,8802;1,4364;130,72;2,265;216,53;197,48;230,67;187,18;166,59;217,84;255,85;460,5;199,75;5,68;56,05;120,29;26,01;26,13;298;4,628
11/04/2002;117,37;1;302,6;4,61;9,0995;0,8824;1,4385;131,49;2,283;216,42;197,01;230,85;186,69;168,7;216,57;257,07;458;198,75;5,51;54,95;119,49;25,04;24,99;301,3;4,583
12/04/2002;117,74;1;302,15;4,58;9,1525;0,8794;1,4372;131,96;2,294;215,61;194,72;231,24;185,99;163,6;216,19;252,28;461;197,75;5,55;53,2;115,91;24,29;23,47;300,35;4,593
15/04/2002;117,73;1;299,85;4,6;9,1745;0,8795;1,4375;132,17;2,323;216,05;196,17;230,85;185,97;163,65;215,39;256,55;456,5;196;5,58;53,15;116,7;24,7;24,57;300,1;4,45
16/04/2002;117,37;1;299;4,43;9,162;0,8827;1,4405;131,2;2,3145;215,22;194,03;231,11;186,68;163,76;215,14;250,76;463,25;197,75;5,66;53;115,36;24,58;24,75;297,75;4,405
17/04/2002;116,6;1;302,05;4,47;9,24;0,8904;1,4455;130,71;2,3225;216;195,43;231,38;187,55;164,78;215,07;249,82;473,25;199,75;5,71;53,5;114,76;25,38;25,94;300,85;4,45
18/04/2002;116,39;1;303,65;4,52;9,235;0,8911;1,4479;130,03;2,3225;215,99;196,15;230,76;187,75;164,39;213,64;251,9;470,25;198,25;5,75;55,75;119,87;25,77;26,18;304,25;4,498
19/04/2002;116,29;1;302,35;4,49;9,2725;0,8926;1,4476;130,36;2,3305;215,19;195,39;229,94;187,01;165,35;212,23;249,66;472;197,25;6,17;53,05;115,56;25,85;26,38;301,8;4,503
22/04/2002;116,44;1;302,9;4,55;9,255;0,8894;1,451;130,01;2,34;216,29;197,43;230,26;187,78;165,59;212,11;254,04;470,5;198,75;6,09;53,85;116,93;25,89;26,27;303,7;4,543
23/04/2002;116,57;1;303,65;4,56;9,268;0,8885;1,4474;130,22;2,361;215,84;196,16;230,48;187,82;166,11;212,7;251,1;474;198,75;6,07;54,4;118,22;26;26,62;302,7;4,57
24/04/2002;116,15;1;304,05;4,58;9,2845;0,8927;1,4494;129,61;2,354;215,73;195,76;230,61;186,98;166,5;214,28;250,61;479,5;197,75;6,08;52,85;115,84;25,76;26,38;304,2;4,562
25/04/2002;115,45;1;307,65;4,62;9,3275;0,898;1,4552;128,66;2,363;214,59;194,42;229,63;187,3;165,54;213,42;248,1;474;197;5,91;50,5;112,23;25,93;26,73;307,25;4,62
26/04/2002;115,04;1;311,35;4,62;9,325;0,9019;1,4582;127,87;2,3715;213,95;193,16;229,52;187,86;162,63;210,97;249,22;467,5;196,25;5,83;49,7;111,82;26,19;27,11;306,6;4,652
29/04/2002;114,89;1;311,1;4,63;9,3685;0,9033;1,459;127,97;2,364;214,13;193,9;229,24;188,16;162,08;209,72;253,35;461,75;192,5;5,9;49,4;110,67;26,68;27,57;309,7;4,636
30/04/2002;115,19;1;308,45;4,53;9,395;0,9005;1,458;128,54;2,361;212,94;192,86;227,92;187,53;158,64;209,12;248,64;462,25;193,5;5,68;50,7;111,17;26,47;27,29;308,2;4,532
01/05/2002;114,54;1;308,75;4,56;9,4095;0,9064;1,4656;127,41;2,361;212,1;190,9;228,02;187,42;157,32;209,56;245,77;460,25;196,5;5,2;49,5;111,17;25,87;26,75;308,35;4,529
02/05/2002;114,87;1;307,85;4,54;9,4655;0,9032;1,4633;127,91;2,4065;211,59;190,49;227,43;187,32;157,4;207,46;245,49;459,25;194,5;5,46;48,85;108,54;25,43;26,24;307,6;4,543
03/05/2002;113,59;1;311,95;4,61;9,4455;0,9173;1,469;127,01;2,407;212,13;190,17;228,67;189,83;155,67;207,66;246,56;459;194,75;5,36;49;107,74;25,75;26,62;310,45;4,597
06/05/2002;113,66;1;312,3;4,6;9,51;0,9183;1,4685;127,19;2,421;213,05;192,08;228,77;189,83;155,22;207,95;251,59;460,75;194;5,47;48,8;109,25;25,75;26,12;310,45;4,596
07/05/2002;113,92;1;311,45;4,64;9,487;0,9148;1,4675;128,07;2,4315;212,56;191,37;228,46;189,87;155,93;207,01;247,71;461;199;5,31;49;109,34;25,41;26,63;312;4,618
08/05/2002;114,91;1;308,15;4,57;9,415;0,9046;1,4564;128,87;2,437;213,77;192,55;229,68;190,68;157,54;208,27;251,68;467,25;198,5;5,41;48,4;108,93;26,03;27,85;310,5;4,572
09/05/2002;114,52;1;309,55;4,62;9,474;0,9093;1,46;128,34;2,472;214,01;192,59;230,09;190,35;158,32;208,72;251,36;473;200,25;5,44;47,3;106,41;25,94;27,68;308,85;4,615
10/05/2002;113,92;1;311,05;4,66;9,5045;0,914;1,4641;127,59;2,4645;214,54;192,59;231,06;190,04;159,64;210,92;251,44;468,25;201,25;5,49;47,5;106,33;26,38;27,99;311,15;4,658
13/05/2002;114,15;1;310,85;4,62;9,535;0,9121;1,4572;127,79;2,5315;216,33;196,89;230,78;189,53;161,41;210,05;256,05;477,5;209,75;5,84;46,75;105,67;26,58;28,38;310,75;4,596
14/05/2002;115,09;1;307,65;4,61;9,4845;0,9026;1,4503;128,49;2,507;216,52;196,11;231,76;189,8;163,29;210,24;256,12;474,5;209;5,89;47,5;106,56;27,31;29,36;308,4;4,596
15/05/2002;114,12;1;309,05;4,64;9,4695;0,9119;1,4604;127,67;2,502;217,09;196,93;232,11;189,39;163,97;211,86;256,33;482;216,25;5,85;47,45;105,67;26,17;28,15;308,3;4,626
16/05/2002;114,13;1;309,85;4,64;9,47;0,9109;1,4559;128,13;2,462;216,82;197,55;231,12;189,33;164,23;210,62;255,4;484,75;213,25;5,98;48,4;107,64;26,22;27,95;310,1;4,639
17/05/2002;113;1;311,05;4,69;9,4625;0,9203;1,4579;125,98;2,476;216,95;197,79;231,17;189,15;164,49;211,36;255,79;487,5;209;5,86;48,4;106,74;26,36;28,18;310,6;4,654
20/05/2002;112,82;1;315,95;4,68;9,495;0,9212;1,4579;125,32;2,4785;217,57;199,29;231,08;188,03;165,01;211,18;259,64;491,25;211,5;5,79;49,3;107,35;26,38;28,33;311,5;4,769
21/05/2002;112,8;1;316,15;4,83;9,496;0,92;1,4599;124,2;2,489;218,34;199,77;232,08;188,66;167,61;211,8;261,32;490,5;210,75;5,6;52,7;109,15;25,6;27,33;315,2;4,834
22/05/2002;112,33;1;317,95;4,83;9,531;0,926;1,4593;124,19;2,524;217,66;197,89;232,36;188,5;167,19;212,85;259,32;493;207,5;5,72;50,7;107,38;25,5;26,37;317,1;4,825
23/05/2002;112,79;1;322,05;4,82;9,5355;0,9211;1,4549;125,11;2,528;218,48;198,09;233,69;188,59;169,53;212,92;261,31;491,5;207,75;5,62;50,7;107,32;25,39;26,15;317,15;4,897
24/05/2002;112,8;1;320,55;4,88;9,5675;0,9208;1,4581;124,73;2,519;217,94;196,35;234,15;188,61;169,51;212,49;261,16;491;205;5,65;51,4;107;25,18;25,88;320,95;4,857
27/05/2002;112,82;1;320,25;4,8;9,553;0,9206;1,4568;124,81;2,524;217,94;196,35;234,15;188,61;169,51;212,49;261,16;491;205;5,65;51,4;107,28;24,94;25,88;320,05;4,857
28/05/2002;112,1;1;324,25;4,88;9,565;0,9286;1,4593;124,57;2,527;219,91;198,26;236,14;189,16;170,49;215,5;264,08;497,25;207,5;5,67;50,6;107,19;24,76;25,27;320,2;4,87
29/05/2002;111,62;1;325,05;4,9;9,696;0,935;1,4629;124,36;2,513;221,39;200,77;236,76;189,13;175,29;215,28;270,05;496,25;211,5;5,77;51,65;108,23;25,12;25,76;327,05;4,933
30/05/2002;111,17;1;325,05;4,96;9,6805;0,937;1,4654;123,35;2,512;220,83;199,63;236,68;188,82;175,89;215,5;266;501,25;212,5;5,78;51,6;108,23;24,05;24,67;326;4,985
31/05/2002;111,81;1;326,55;5,03;9,645;0,9342;1,4553;124,22;2,513;221,95;200,68;237,85;188,5;181,31;217,45;265,14;508,75;214;5,9;51,9;108,56;24,45;25,31;326,6;5,042
03/06/2002;111,3;1;327,65;5,08;9,6453;0,9419;1,4634;123,58;2,5345;223,04;202,33;238,49;188,5;182,68;217,35;272,81;505,5;209,5;5,77;51,2;107,55;24,45;25,08;326,6;5,08
04/06/2002;111,09;1;327,85;5,12;9,74;0,9394;1,4583;124,14;2,596;222,85;201,88;238,51;188,5;183,15;217,42;270,43;509,75;210,5;5,75;50,85;108,26;24,45;25,33;326,6;5,125
05/06/2002;111,35;1;321,45;4,93;9,738;0,939;1,4588;124,36;2,607;224,01;202,03;240,48;189,65;189,84;217,82;273,55;513,75;210,25;5,75;50,15;107,86;24,18;24,89;322;4,945
06/06/2002;110,83;1;325,65;4,9803;9,7645;0,9474;1,4603;124,13;2,677;226,62;206,34;241,69;190,15;198,69;218,07;286,41;513,25;209;5,57;50,25;108,95;24,22;24,79;324,1;4,995
07/06/2002;110,99;1;323,95;4,98;9,74;0,9435;1,4596;124,33;2,6345;226,84;205,06;243,13;190,19;199,87;218,18;287,13;507,5;206,75;5,62;49,15;107,25;23,99;24,75;326,4;4,98
10/06/2002;111,1;1;319,05;4,91;9,7;0,9445;1,4605;124,75;2,6355;226,08;204,53;242,18;188,83;196,67;217,34;294,28;500,5;206,75;5,55;49,5;108;23,66;24,29;322,5;4,912
11/06/2002;110,68;1;321,05;4,88;9,698;0,9481;1,4718;125,32;2,7085;226,56;205,47;242,28;188,74;196,12;217,35;292,7;500,5;204,25;5,39;49,35;109,32;23,3;24,12;316,8;4,882
12/06/2002;111;1;319,25;4,8983;9,6735;0,9435;1,4708;125,7;2,791;226,21;203,87;242,97;188,8;192,6;219,27;290,71;493,25;206,75;5,25;48,9;109,87;23,51;24,64;319,75;4,915
13/06/2002;111,15;1;318,15;4,825;9,6335;0,9434;1,4723;124,9;2,7075;226,72;205,2;242,79;188,95;192,99;218,35;291,23;501,25;211,75;5,3;47,2;106,3;24,06;25,64;318,75;4,832
14/06/2002;110,76;1;319,35;4,83;9,6475;0,9461;1,4774;124,13;2,715;226,44;204,19;243,12;188,52;194,83;217,57;288,46;497;209,25;5,26;46,45;105,44;24,99;25,94;322,1;4,85
17/06/2002;110,8;1;316,85;4,82;9,601;0,9448;1,4797;124,28;2,651;228,44;207;244,43;188,34;195,41;219,82;296,99;498,75;208;5,03;47,1;104,71;25,24;26,09;317,8;4,823
